,location,total_sqft,bath,balcony,price,bedrooms
873,Raja Rajeshwari Nagar,1140.0,2.0,1.0,49.39,2
874,Battarahalli,1300.0,2.0,1.0,50.0,2
876,Thigalarapalya,2072.0,4.0,2.0,142.0,3
878,Electronic City,1360.0,2.0,1.0,71.0,3
879,Hosur Road,1145.0,2.0,2.0,60.0,3
880,Uttarahalli,1540.0,2.0,0.0,40.0,3
881,Sarjapur  Road,1278.0,2.0,2.0,95.0,2
882,Electronic City Phase II,630.0,1.0,1.0,40.0,1
883,Kanakpura Road,1100.0,3.0,2.0,58.0,3
884,other,1200.0,3.0,0.0,95.0,3
886,Chandapura,582.5,1.0,0.0,15.135,1
887,Chandapura,1015.0,2.0,2.0,25.88,2
894,other,1180.0,2.0,1.0,69.0,2
895,Whitefield,1116.0,2.0,3.0,51.91,2
896,7th Phase JP Nagar,1070.0,2.0,1.0,42.79,2
897,Varthur,1385.0,2.0,3.0,80.0,2
900,Magadi Road,1005.0,2.0,1.0,55.78,2
901,Green Glen Layout,1575.0,3.0,2.0,125.0,3
902,Subramanyapura,975.0,2.0,1.0,65.0,2
903,Hennur Road,1904.0,3.0,2.0,120.0,3
905,Kanakpura Road,525.0,1.0,1.0,26.0,1
907,Electronic City Phase II,2400.0,3.0,1.0,150.0,2
910,Harlur,1174.0,2.0,1.0,69.0,2
912,Whitefield,2225.0,2.0,1.0,125.0,3
913,other,1250.0,2.0,0.0,200.0,2
914,Jigani,918.0,2.0,2.0,52.0,2
917,Marathahalli,1170.0,2.0,3.0,53.0,2
920,Jakkur,1710.0,3.0,2.0,107.0,3
921,Kambipura,1082.0,2.0,1.0,57.5,3
926,other,1554.0,3.0,2.0,55.0,3
927,Thanisandra,1142.5,2.0,0.0,43.415,2
930,Hosa Road,1045.0,2.0,1.0,98.89,2
932,Ambedkar Nagar,1935.0,4.0,2.0,130.0,3
934,Lakshminarayana Pura,1680.0,3.0,2.0,150.0,3
935,Hebbal,2470.0,5.0,2.0,247.0,4
936,1st Phase JP Nagar,2825.0,4.0,3.0,250.0,4
937,Hosakerehalli,2480.0,3.0,1.0,330.0,3
940,Kasavanhalli,1799.0,3.0,3.0,90.0,3
942,Attibele,400.0,1.0,1.0,11.0,1
943,Kundalahalli,1047.0,2.0,1.0,82.0,2
944,other,1282.0,2.0,2.0,87.0,2
947,Whitefield,1495.0,2.0,1.0,79.5,2
948,Kasavanhalli,3260.0,4.0,1.0,240.0,4
950,Koramangala,3500.0,5.0,2.0,425.0,4
952,Sahakara Nagar,1500.0,2.0,2.0,95.0,3
954,Uttarahalli,1540.0,3.0,0.0,50.0,3
955,Hosa Road,1639.0,3.0,1.0,80.0,3
957,Raja Rajeshwari Nagar,1303.0,2.0,2.0,55.79,2
958,Koramangala,1005.0,1.0,1.0,110.0,2
959,Kammasandra,657.5,1.0,0.0,18.41,1
960,Chandapura,1305.0,3.0,1.0,33.28,3
963,Brookefield,1440.0,2.0,3.0,68.0,3
965,Rajaji Nagar,1725.0,3.0,3.0,200.0,3
969,Varthur,1535.0,3.0,2.0,65.99,3
971,Haralur Road,1464.0,3.0,2.0,56.0,3
972,other,1350.0,2.0,3.0,80.0,2
978,other,650.0,2.0,0.0,42.0,2
980,Electronics City Phase 1,950.0,2.0,3.0,31.0,2
984,7th Phase JP Nagar,1190.0,2.0,1.0,49.98,2
987,Hennur Road,1891.0,3.0,1.0,109.0,3
989,Hosa Road,1161.0,2.0,1.0,55.15,2
990,Sarjapur,649.5,1.0,0.0,17.535,1
993,Yeshwanthpur,665.0,1.0,1.0,36.85,1
995,Hoodi,1425.0,2.0,2.0,80.0,2
998,Somasundara Palya,1255.0,2.0,2.0,67.0,2
999,Hegde Nagar,2112.95,4.0,2.0,145.0,3
1001,Haralur Road,1810.0,3.0,2.0,100.0,3
1006,Electronic City Phase II,1400.0,2.0,1.0,40.43,3
1007,other,1485.0,2.0,2.0,67.0,3
1009,Pattandur Agrahara,1025.0,2.0,1.0,44.5,2
1013,Whitefield,2268.0,3.0,2.0,163.0,4
1014,Kanakpura Road,1100.0,3.0,2.0,53.0,3
1015,other,1141.0,2.0,0.0,62.0,2
1016,Attibele,400.0,1.0,1.0,12.0,1
1023,Kanakpura Road,1843.0,3.0,2.0,95.84,3
1026,Rachenahalli,1530.0,2.0,2.0,74.5,3
1029,Vittasandra,1246.0,2.0,1.0,64.5,2
1030,Kanakapura,711.0,1.0,1.0,38.0,1
1031,Haralur Road,1194.0,2.0,2.0,46.0,2
1032,other,1358.0,2.0,1.0,43.4,3
1034,Hoodi,1420.0,2.0,2.0,75.0,2
1037,other,1209.0,2.0,1.0,50.0,2
1040,Panathur,1315.0,2.0,1.0,54.8,3
1043,other,1600.0,2.0,2.0,65.0,3
1045,other,1563.0,3.0,2.0,52.0,3
1046,Whitefield,1560.0,2.0,2.0,72.0,3
1050,Iblur Village,3235.0,3.0,1.0,235.0,3
1052,HSR Layout,1140.0,2.0,2.0,46.0,2
1055,JP Nagar,1100.0,2.0,2.0,70.0,2
1057,Hebbal,1036.0,2.0,1.0,50.0,2
1058,Akshaya Nagar,1662.0,3.0,3.0,85.1,3
1059,other,1464.0,2.0,3.0,105.0,3
1060,Yelahanka,1234.0,2.0,2.0,80.0,2
1061,Sarjapur  Road,1403.0,3.0,1.0,55.0,3
1065,Hebbal,3900.0,4.0,2.0,410.0,4
1071,other,1405.0,2.0,2.0,70.0,2
1073,Haralur Road,2805.0,4.0,3.0,154.0,4
1074,Yeshwanthpur,1161.0,2.0,2.0,64.08,2
1075,Kanakpura Road,1290.0,2.0,3.0,74.0,2
1076,Yeshwanthpur,2557.0,3.0,2.0,141.0,3
1077,other,1480.0,3.0,2.0,90.0,3
1079,Old Madras Road,1350.0,3.0,0.0,54.54,3
1080,Kadugodi,1580.0,2.0,2.0,65.0,3
1083,Sarjapur  Road,1346.0,2.0,1.0,61.92,2
1088,other,1200.0,2.0,2.0,35.0,2
1089,Channasandra,1340.0,2.0,2.0,48.33,3
1091,Jigani,918.0,2.0,2.0,48.0,2
1092,other,1500.0,3.0,2.0,115.0,3
1093,Yelahanka,1315.0,2.0,2.0,85.0,2
1096,Uttarahalli,1330.0,2.0,1.0,56.0,3
1098,other,1824.0,3.0,3.0,125.0,3
1099,7th Phase JP Nagar,1420.0,2.0,2.0,96.0,3
1101,other,1260.0,2.0,1.0,60.0,3
1102,Hennur Road,1561.0,3.0,2.0,95.0,3
1106,Haralur Road,1225.0,2.0,1.0,67.38,2
1107,Thanisandra,2144.0,3.0,2.0,135.0,3
1109,Electronic City,880.0,2.0,2.0,29.0,2
1110,Hoodi,1639.0,3.0,2.0,110.0,3
1111,Thanisandra,1240.0,2.0,1.0,62.0,3
1113,Haralur Road,1243.0,2.0,1.0,46.0,2
1116,Kambipura,1082.0,2.0,1.0,56.0,3
1118,Kanakpura Road,1665.0,3.0,2.0,86.58,3
1119,Electronic City,1265.0,2.0,0.0,56.93,2
1120,Electronic City,1691.0,2.0,2.0,102.0,3
1121,Thanisandra,1100.0,2.0,1.0,38.0,2
1124,Hosakerehalli,3205.0,5.0,1.0,380.0,4
1126,Choodasandra,1115.0,2.0,2.0,50.0,2
1127,Mysore Road,1070.0,2.0,1.0,45.0,2
1128,Indira Nagar,1128.0,2.0,2.0,105.0,2
1129,Budigere,1162.0,2.0,1.0,57.0,2
1130,other,1339.0,2.0,2.0,55.0,2
1131,Mahadevpura,1192.0,2.0,2.0,75.0,2
1132,Haralur Road,1920.0,3.0,1.0,115.0,3
1133,Hennur,1255.0,2.0,1.0,52.32,2
1134,Rajaji Nagar,1357.0,2.0,1.0,115.0,2
1136,other,1225.0,2.0,2.0,55.11,2
1137,Whitefield,2400.0,4.0,3.0,200.0,4
1139,Thanisandra,1093.0,2.0,2.0,70.0,2
1140,other,1865.0,3.0,3.0,145.0,3
1142,other,1039.0,2.0,2.0,80.0,2
1143,Vittasandra,1246.0,2.0,1.0,64.5,2
1144,Whitefield,1985.0,3.0,2.0,75.0,3
1145,Hosakerehalli,1590.0,3.0,3.0,49.0,3
1146,other,4000.0,4.0,2.0,675.0,4
1147,Electronic City Phase II,775.0,2.0,2.0,38.0,2
1148,other,1000.0,2.0,1.0,50.0,2
1149,Hebbal Kempapura,1800.0,3.0,2.0,175.0,3
1150,Bommasandra,1035.0,2.0,1.0,41.0,2
1151,Dasarahalli,1520.0,2.0,1.0,75.0,3
1152,Whitefield,1360.0,2.0,1.0,95.0,2
1153,other,6000.0,5.0,3.0,400.0,4
1154,other,1117.0,2.0,2.0,56.0,2
1155,KR Puram,1200.0,4.0,3.0,120.0,4
1156,EPIP Zone,1330.0,2.0,1.0,92.5,2
1157,Marathahalli,1937.0,3.0,2.0,160.0,3
1158,Electronic City,1128.0,2.0,1.0,65.49,2
1159,Neeladri Nagar,1053.0,2.0,1.0,45.0,2
1160,Panathur,1198.0,2.0,1.0,77.0,2
1161,Marathahalli,1152.0,2.0,1.0,56.0,2
1163,Frazer Town,1625.0,2.0,1.0,75.0,2
1164,Kundalahalli,1397.0,3.0,3.0,105.0,3
1165,Yeshwanthpur,1523.0,3.0,3.0,170.0,3
1166,Kambipura,883.0,2.0,1.0,45.0,2
1167,Kaggalipura,700.0,1.0,0.0,38.0,1
1168,Yelahanka,1170.0,2.0,1.0,62.5,2
1169,Kanakpura Road,1200.0,2.0,2.0,42.0,3
1172,Akshaya Nagar,1897.0,3.0,2.0,120.0,3
1174,Haralur Road,1875.0,3.0,2.0,110.0,3
1176,other,3095.0,3.0,3.0,350.0,3
1177,Ambalipura,1390.0,2.0,1.0,175.0,3
1178,Yelahanka,1450.0,3.0,0.0,65.255,3
1179,Yelahanka,697.0,1.0,0.0,45.0,1
1180,Sarjapur  Road,710.0,1.0,1.0,27.0,1
1181,other,910.0,2.0,1.0,30.5,2
1182,other,1025.0,2.0,1.0,48.0,3
1183,Magadi Road,1000.0,2.0,0.0,46.5,2
1186,Sarjapur  Road,3335.0,5.0,2.0,300.0,4
1187,Thanisandra,971.5,2.0,0.0,36.435,2
1190,Varthur,1024.0,2.0,2.0,42.0,2
1191,Electronic City,1620.0,3.0,2.0,62.0,3
1192,Whitefield,1254.0,2.0,2.0,40.0,2
1193,Banashankari,1300.0,2.0,2.0,75.0,3
1196,Hosur Road,1510.0,2.0,1.0,105.0,3
1197,Kaggalipura,950.0,2.0,1.0,65.0,2
1198,Battarahalli,1945.0,3.0,2.0,97.42,3
1199,Uttarahalli,1008.0,2.0,3.0,45.0,2
1200,Thanisandra,1265.0,2.0,1.0,79.0,3
1201,Hebbal,1255.0,2.0,1.0,77.68,3
1202,Kanakpura Road,2689.0,6.0,2.0,220.0,4
1204,Sarjapur  Road,1403.0,3.0,3.0,51.63,3
1205,Kudlu Gate,1535.0,3.0,2.0,85.0,3
1207,other,1475.0,2.0,2.0,120.0,3
1210,other,1133.0,2.0,2.0,55.0,2
1215,Whitefield,1697.0,3.0,2.0,94.79,3
1217,other,1560.0,3.0,1.0,188.0,3
1218,Hennur Road,1192.0,2.0,1.0,60.0,3
1221,Kasavanhalli,1349.0,2.0,2.0,78.0,2
1223,7th Phase JP Nagar,1680.0,3.0,2.0,120.0,3
1226,Kalyan nagar,820.0,2.0,0.0,39.0,2
1227,Whitefield,5000.0,4.0,3.0,400.0,4
1229,other,856.0,2.0,3.0,40.0,2
1230,Rajaji Nagar,1621.0,4.0,0.0,130.0,3
1232,Bannerghatta Road,1484.0,3.0,2.0,52.5,3
1234,other,14000.0,3.0,2.0,800.0,4
1235,Yelahanka New Town,500.0,1.0,1.0,20.0,1
1240,other,1384.0,3.0,2.0,62.28,3
1242,Uttarahalli,1150.0,2.0,1.0,49.0,2
1244,Kaggadasapura,2150.0,4.0,1.0,100.0,4
1247,other,1508.0,3.0,2.0,70.25,3
1248,Ramamurthy Nagar,1040.0,2.0,2.0,50.0,2
1249,other,1240.0,2.0,1.0,60.0,2
1250,Kudlu Gate,1535.0,3.0,1.0,78.0,3
1251,Lakshminarayana Pura,1180.0,2.0,2.0,75.0,2
1253,Bannerghatta Road,1400.0,2.0,2.0,78.0,2
1255,Whitefield,4800.0,4.0,3.0,525.0,4
1256,Sarjapur  Road,1984.0,4.0,1.0,146.0,3
1257,Whitefield,3000.0,5.0,3.0,250.0,4
1258,other,1960.0,3.0,3.0,160.0,3
1259,Sarjapur  Road,1035.0,2.0,1.0,45.0,2
1261,Whitefield,1700.0,3.0,2.0,115.0,3
1262,Hosakerehalli,3024.0,5.0,1.0,248.0,4
1263,Tumkur Road,1586.0,3.0,1.0,100.0,3
1265,Chikka Tirupathi,2325.0,4.0,1.0,120.0,4
1266,Yelahanka,1120.0,2.0,2.0,55.0,2
1268,Sarjapur  Road,1128.0,2.0,2.0,59.0,2
1270,Jigani,924.0,2.0,2.0,65.0,2
1271,other,1600.0,3.0,2.0,52.0,3
1273,other,1200.0,2.0,2.0,55.0,2
1276,Kannamangala,957.0,2.0,1.0,56.0,2
1277,Whitefield,1140.0,2.0,2.0,41.0,2
1278,other,1050.0,2.0,1.0,67.0,2
1280,Whitefield,1190.0,2.0,3.0,57.0,2
1282,Kanakpura Road,1558.67,2.0,2.0,65.0,3
1284,Whitefield,1403.0,2.0,2.0,60.81,3
1285,Kanakpura Road,1542.0,2.0,3.0,85.0,3
1286,Haralur Road,2750.0,4.0,0.0,220.0,4
1287,Iblur Village,3596.0,5.0,1.0,290.0,4
1291,other,1596.0,3.0,1.0,105.0,3
1292,Channasandra,1009.0,2.0,1.0,38.34,2
1293,Hosa Road,1726.0,3.0,2.0,81.99,3
1294,Kudlu Gate,1535.0,3.0,2.0,86.0,3
1296,Whitefield,3100.0,4.0,2.0,465.0,4
1298,Binny Pete,665.0,1.0,0.0,50.75,1
1301,other,925.0,2.0,2.0,48.0,2
1303,other,1395.0,2.0,1.0,63.59,2
1304,Sonnenahalli,1415.0,2.0,1.0,55.0,3
1305,Begur,1419.0,2.0,2.0,59.0,3
1306,Kasavanhalli,1121.0,2.0,2.0,78.0,2
1308,KR Puram,1100.0,2.0,1.0,47.0,2
1309,Hoodi,1606.0,3.0,3.0,89.55,3
1311,other,4634.0,4.0,3.0,1015.0,3
1312,Old Airport Road,1206.0,2.0,3.0,75.0,2
1313,Sarjapur  Road,1495.0,2.0,0.0,64.0,3
1315,Electronic City,710.0,2.0,2.0,16.0,2
1317,Nagarbhavi,1523.0,2.0,2.0,53.4,3
1318,Whitefield,1232.0,2.0,2.0,45.0,2
1319,Rachenahalli,680.0,1.0,1.0,44.0,1
1320,Hebbal,1355.0,3.0,1.0,83.87,3
1321,Thanisandra,1430.0,2.0,2.0,51.46,3
1323,Electronic City,1070.0,2.0,1.0,56.1,2
1327,Marathahalli,1610.0,3.0,1.0,90.0,3
1328,Haralur Road,1140.0,2.0,2.0,43.0,2
1329,Raja Rajeshwari Nagar,1143.0,2.0,2.0,38.65,2
1330,Jakkur,3467.86,6.0,3.0,249.0,4
1331,Rachenahalli,1530.0,2.0,2.0,74.4,3
1332,7th Phase JP Nagar,980.0,2.0,2.0,69.0,2
1333,Whitefield,1485.0,3.0,2.0,65.0,3
1334,Whitefield,1500.0,3.0,1.0,130.0,3
1335,Whitefield,1280.0,2.0,1.0,75.0,2
1336,Thanisandra,1265.0,2.0,2.0,85.0,2
1338,other,1262.0,2.0,2.0,63.0,2
1339,JP Nagar,940.0,2.0,1.0,49.0,2
1341,Jigani,1300.0,3.0,3.0,150.0,3
1343,Electronic City,890.0,2.0,2.0,45.0,2
1345,Hennur Road,2060.0,3.0,1.0,149.0,3
1346,Bommanahalli,1730.0,3.0,1.0,96.0,3
1347,Yelahanka,2195.0,4.0,2.0,127.0,3
1351,Panathur,1085.0,2.0,1.0,36.0,2
1358,Hoodi,1639.0,3.0,1.0,98.32,3
1360,Vijayanagar,1739.0,3.0,1.0,116.0,3
1362,Old Madras Road,935.0,2.0,1.0,32.72,2
1363,Thanisandra,510.0,1.0,1.0,25.25,1
1365,other,1178.0,2.0,3.0,47.0,2
1366,other,1375.0,2.0,1.0,50.0,3
1367,Chandapura,1065.0,2.0,1.0,33.0,3
1373,Koramangala,1835.0,2.0,3.0,155.0,3
1374,Hoodi,2090.0,4.0,0.0,95.1,4
1375,Lingadheeranahalli,1519.0,3.0,1.0,93.0,3
1376,other,1267.0,3.0,2.0,56.0,3
1377,other,1150.0,2.0,3.0,72.2,2
1378,Marathahalli,1146.0,2.0,1.0,70.0,2
1380,Kannamangala,1550.0,3.0,3.0,65.0,3
1381,Chandapura,850.0,1.0,1.0,18.5,2
1386,Raja Rajeshwari Nagar,1610.0,3.0,2.0,74.0,3
1387,Bellandur,921.0,2.0,2.0,40.0,2
1390,Sarjapur  Road,1700.0,3.0,3.0,110.0,3
1391,Sarjapur,1020.0,2.0,2.0,35.0,2
1392,Billekahalli,1090.0,2.0,3.0,52.0,2
1395,Thanisandra,1185.0,2.0,2.0,42.1,2
1396,Doddathoguru,850.0,2.0,1.0,25.0,2
1397,Harlur,1197.0,2.0,1.0,84.0,2
1398,other,3500.0,3.0,3.0,450.0,4
1401,Raja Rajeshwari Nagar,1105.0,2.0,1.0,65.0,2
1402,Yeshwanthpur,1850.0,3.0,3.0,100.0,3
1403,other,1300.0,3.0,1.0,64.0,3
1405,Kodihalli,3073.0,5.0,2.0,696.0,4
1410,Kanakpura Road,900.0,2.0,1.0,46.0,2
1414,Bannerghatta Road,1654.0,3.0,2.0,100.0,3
1417,other,1367.0,2.0,2.0,62.0,2
1418,Devanahalli,1010.0,2.0,1.0,51.0,2
1420,other,1535.0,3.0,1.0,95.0,3
1424,Whitefield,1330.0,2.0,1.0,71.0,2
1425,JP Nagar,2500.0,3.0,2.0,135.0,3
1427,Bhoganhalli,1410.0,3.0,1.0,65.0,3
1429,Yelahanka,1614.0,3.0,2.0,95.0,3
1430,Neeladri Nagar,1363.0,2.0,2.0,68.0,2
1436,other,930.0,2.0,1.0,45.0,2
1441,Kadugodi,1890.0,4.0,3.0,127.0,3
1442,other,2197.0,4.0,3.0,280.0,3
1443,Hebbal Kempapura,3522.0,3.0,2.0,380.0,3
1445,other,1440.0,2.0,2.0,98.0,2
1447,Budigere,764.0,1.0,1.0,32.0,1
1449,Raja Rajeshwari Nagar,1693.0,3.0,3.0,57.39,3
1450,Hoodi,1445.0,3.0,2.0,65.0,3
1451,Kanakpura Road,900.0,1.0,0.0,45.0,2
1453,Yelahanka,1381.0,2.0,2.0,52.48,3
1454,other,1100.0,2.0,1.0,60.0,2
1457,Begur Road,1200.0,2.0,2.0,43.2,2
1458,other,1080.0,2.0,2.0,80.0,2
1461,Jakkur,1865.0,3.0,1.0,124.0,3
1462,Sarjapur  Road,1157.0,2.0,1.0,75.0,3
1463,Kammasandra,674.0,2.0,1.0,29.0,2
1464,Whitefield,1405.0,2.0,1.0,78.0,3
1465,Begur Road,1160.0,2.0,2.0,44.08,2
1467,Hebbal,1790.0,3.0,2.0,127.0,3
1468,Electronic City,1128.0,2.0,1.0,65.65,2
1469,Panathur,1180.0,2.0,1.0,70.0,2
1474,Varthur,1125.0,2.0,2.0,40.0,2
1475,Vittasandra,1246.0,2.0,1.0,68.0,2
1476,HSR Layout,1372.0,2.0,1.0,61.0,2
1477,Uttarahalli,1330.0,2.0,1.0,56.0,3
1478,Binny Pete,2465.0,5.0,2.0,234.0,3
1482,Channasandra,1065.0,2.0,1.0,35.0,2
1484,Hebbal,687.325,2.0,0.0,42.72,2
1485,other,1050.0,2.0,1.0,45.0,2
1487,Electronic City,865.0,2.0,0.0,42.0,2
1489,other,1756.0,3.0,3.0,100.0,3
1491,Yelahanka,628.0,1.0,1.0,24.0,1
1494,Kalena Agrahara,1765.0,3.0,1.0,125.0,3
1496,other,1532.0,3.0,3.0,92.0,3
1497,other,1650.0,3.0,0.0,110.0,3
1499,Bhoganhalli,804.1,2.0,1.0,69.09,2
1502,other,1200.0,2.0,2.0,66.0,2
1503,Uttarahalli,1385.0,2.0,2.0,48.48,3
1504,other,1010.0,2.0,3.0,148.0,2
1505,Whitefield,2225.0,3.0,3.0,115.0,3
1506,other,1180.0,2.0,2.0,48.0,2
1510,Attibele,400.0,1.0,1.0,14.0,1
1511,other,1200.0,2.0,2.0,50.0,2
1512,Whitefield,1272.0,2.0,1.0,95.05,2
1513,Whitefield,1205.0,2.0,1.0,39.0,2
1514,Kalena Agrahara,980.0,2.0,1.0,40.0,2
1517,Ramagondanahalli,1610.0,2.0,2.0,111.0,3
1518,Jalahalli,1694.0,2.0,2.0,125.0,2
1520,Kaggalipura,950.0,2.0,1.0,39.0,2
1521,other,1560.0,2.0,3.0,66.0,3
1526,Electronic City,910.0,2.0,2.0,42.0,2
1528,Kundalahalli,1291.0,2.0,3.0,49.0,2
1530,Varthur,1012.0,2.0,1.0,66.5,2
1532,Sarjapur  Road,1282.0,2.0,2.0,72.0,2
1533,Kanakpura Road,1843.0,3.0,2.0,92.15,3
1535,Chikka Tirupathi,3356.0,5.0,2.0,105.0,5
1536,Hebbal,2790.0,5.0,3.0,198.0,4
1537,EPIP Zone,1330.0,2.0,1.0,86.98,2
1538,other,1400.0,2.0,1.0,73.0,3
1541,Thigalarapalya,1297.0,2.0,2.0,103.0,2
1542,Sarjapur  Road,615.0,1.0,0.0,17.835,1
1543,Vijayanagar,1490.0,3.0,2.0,100.0,3
1544,other,1373.0,3.0,2.0,72.0,3
1549,HSR Layout,1750.0,3.0,2.0,95.0,3
1550,other,1052.0,2.0,2.0,50.0,2
1555,Raja Rajeshwari Nagar,1128.0,2.0,2.0,38.24,2
1557,JP Nagar,1120.0,2.0,2.0,33.6,2
1560,Kanakapura,1090.0,2.0,2.0,32.69,2
1563,Uttarahalli,1330.0,2.0,2.0,46.55,3
1564,Hosur Road,1427.0,2.0,1.0,80.63,3
1566,Begur,1580.0,3.0,2.0,75.0,3
1568,Chikka Tirupathi,1808.0,4.0,2.0,80.27,3
1569,Rajaji Nagar,3516.0,4.0,3.0,540.0,4
1570,Parappana Agrahara,1194.0,2.0,2.0,47.0,2
1571,Kanakpura Road,900.0,2.0,1.0,46.0,2
1573,Kanakpura Road,900.0,2.0,1.0,46.0,2
1579,other,1390.0,3.0,1.0,120.0,3
1581,Bisuvanahalli,845.0,2.0,1.0,33.0,2
1582,Yelahanka,1537.0,3.0,3.0,120.0,3
1584,Hoodi,1512.0,3.0,2.0,75.77,3
1586,Jigani,1230.0,3.0,3.0,54.0,3
1587,other,1378.0,2.0,3.0,42.33,3
1588,Whitefield,1277.0,2.0,1.0,61.3,2
1589,Hebbal,1985.0,4.0,2.0,189.0,3
1591,other,1210.0,2.0,2.0,62.0,2
1595,Ardendale,3198.0,4.0,3.0,200.0,4
1597,Hebbal,2483.0,5.0,2.0,215.0,4
1599,Sarjapur  Road,4111.0,4.0,1.0,310.0,4
1600,Electronic City,975.0,2.0,2.0,37.5,2
1602,Rajiv Nagar,1690.0,3.0,1.0,125.0,3
1603,Hosa Road,1063.0,2.0,1.0,31.89,2
1606,other,1600.0,3.0,0.0,80.0,3
1608,Bommanahalli,520.0,1.0,0.0,19.5,1
1610,Munnekollal,1390.0,3.0,2.0,68.0,3
1611,Whitefield,1185.0,2.0,2.0,40.0,2
1612,Sahakara Nagar,1219.0,2.0,2.0,48.0,2
1613,Kudlu Gate,1564.0,2.0,1.0,92.0,3
1614,Sarjapur  Road,3430.0,6.0,0.0,228.5,4
1615,Hosa Road,1100.0,2.0,2.0,37.1,2
1616,other,1300.0,2.0,0.0,60.0,3
1619,Hennur Road,1482.0,2.0,1.0,92.0,3
1620,Marsur,1000.0,4.0,3.0,66.0,3
1626,Marathahalli,1469.0,3.0,1.0,89.0,3
1629,Balagere,1205.0,2.0,1.0,78.5,2
1631,Gubbalala,1745.0,3.0,2.0,125.0,3
1632,AECS Layout,1028.0,2.0,1.0,42.0,2
1633,Frazer Town,1700.0,3.0,1.0,180.0,3
1634,Karuna Nagar,1200.0,2.0,1.0,34.0,3
1635,Kodihalli,2700.0,4.0,1.0,270.0,3
1636,other,1100.0,2.0,2.0,50.0,2
1638,other,1269.72,2.0,2.0,68.0,2
1639,Electronic City Phase II,1266.0,2.0,2.0,59.0,2
1640,Mysore Road,1060.0,2.0,1.0,62.0,2
1641,other,1168.0,3.0,0.0,70.0,3
1642,other,1552.0,2.0,1.0,51.0,2
1643,Talaghattapura,2038.5,3.0,0.0,120.0,3
1644,Attibele,500.0,1.0,1.0,17.0,1
1647,other,1300.0,2.0,2.0,65.0,2
1648,Electronics City Phase 1,920.0,2.0,2.0,33.0,2
1650,Harlur,1310.0,2.0,1.0,50.0,2
1652,other,1515.0,3.0,3.0,93.93,3
1653,Raja Rajeshwari Nagar,1157.0,2.0,1.0,53.8,2
1655,other,3000.0,4.0,3.0,160.0,4
1658,Rachenahalli,1530.0,2.0,2.0,74.39,3
1659,other,2070.0,3.0,3.0,162.0,3
1660,Yelahanka,1815.0,3.0,2.0,82.0,3
1661,Sarjapur  Road,3900.0,4.0,3.0,300.0,4
1662,Electronic City Phase II,1000.0,2.0,1.0,28.88,2
1664,Hennur Road,1232.0,2.0,2.0,89.0,2
1665,Binny Pete,1282.0,3.0,2.0,178.0,3
1666,Yelahanka,654.0,1.0,1.0,38.4,1
1668,Bisuvanahalli,1075.0,2.0,1.0,45.0,3
1670,other,1616.0,3.0,1.0,75.0,3
1673,Whitefield,1306.0,3.0,2.0,54.65,3
1674,Whitefield,1626.0,3.0,3.0,89.0,3
1676,Whitefield,1585.0,3.0,2.0,88.0,3
1679,Kanakpura Road,1495.0,2.0,2.0,90.0,2
1683,Old Madras Road,3715.0,6.0,0.0,224.5,4
1690,other,1645.0,3.0,2.0,100.0,3
1691,other,1760.0,3.0,3.0,176.0,3
1692,other,595.0,1.0,1.0,42.0,1
1693,Bommenahalli,1200.0,3.0,1.0,125.0,3
1694,JP Nagar,4624.5,4.0,0.0,314.5,4
1695,other,1410.0,2.0,3.0,67.0,2
1698,Sarjapur  Road,1300.0,2.0,2.0,60.0,2
1699,9th Phase JP Nagar,1890.0,2.0,2.0,85.0,3
1700,other,1254.0,2.0,1.0,53.0,2
1704,other,1170.0,2.0,2.0,86.0,2
1705,Panathur,1193.0,2.0,1.0,86.0,2
1707,Marathahalli,1678.0,3.0,3.0,70.0,3
1708,Gunjur,1600.0,3.0,3.0,75.0,3
1709,Electronics City Phase 1,1750.0,3.0,2.0,84.0,3
1713,other,2800.0,2.0,0.0,200.0,3
1715,other,1000.0,2.0,1.0,50.0,2
1717,Electronic City Phase II,1320.0,2.0,1.0,38.13,3
1719,Ardendale,2422.0,4.0,2.0,160.0,4
1720,Kasavanhalli,1100.0,2.0,1.0,50.0,2
1721,Uttarahalli,882.0,2.0,1.0,30.0,2
1722,Bisuvanahalli,845.0,2.0,1.0,37.0,2
1723,Kambipura,883.0,2.0,1.0,39.0,2
1725,Brookefield,1595.0,3.0,3.0,88.0,3
1726,Whitefield,1280.0,2.0,0.0,85.0,2
1728,other,920.0,2.0,0.0,35.0,2
1729,Choodasandra,1300.0,2.0,3.0,57.0,2
1730,other,1450.0,1.0,0.0,230.0,2
1731,Harlur,1757.0,3.0,2.0,132.0,3
1736,EPIP Zone,1330.0,2.0,1.0,93.36,2
1737,8th Phase JP Nagar,1062.0,2.0,1.0,42.47,2
1738,JP Nagar,1078.0,2.0,2.0,45.0,2
1739,Bannerghatta Road,1460.0,2.0,2.0,72.0,3
1745,other,2028.0,4.0,3.0,162.0,4
1746,Mysore Road,980.0,2.0,1.0,45.47,2
1747,Sarjapur  Road,1000.0,2.0,2.0,40.0,2
1748,Sarjapur  Road,1050.0,2.0,1.0,62.0,2
1750,Domlur,1875.0,2.0,2.0,150.0,3
1755,5th Phase JP Nagar,1725.0,2.0,2.0,100.0,3
1757,Thubarahalli,1128.0,2.0,2.0,75.0,2
